label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
NEFES_DARLIGI,0.0,0.0,0.0,-0.015703022480010986,-0.0304754376411438,0.0027808268614890608,-0.04371678829193115,-0.04849681258201599,-0.0005499900607546238,-0.06792861223220825,-0.04633304476737976,-0.004739719576683399,-0.08508110046386719,-0.033606529235839844,-0.009266335185166952,-0.05330991744995117,-0.061297476291656494,-0.01509242192238247,-0.09543576836585999,-0.05786019563674927,-0.02457428224712288,-0.08922174572944641,-0.04511171579360962,-0.027914442721304056,-0.07351377606391907,-0.042890965938568115,-0.028371247130927202,-0.05238378047943115,-0.035330891609191895,-0.02064873151808655,-0.09620606899261475,-0.028237104415893555,-0.02778655164271271,-0.08746662735939026,-0.01735788583755493,-0.027208645496067163,-0.07195886969566345,-0.016378283500671387,-0.026000390428599474,-0.05033832788467407,-0.005406677722930908,-0.025260553363260385,-0.08973345160484314,0.002524733543395996,-0.03006778903633034,-0.08141389489173889,0.009849369525909424,-0.024837857711609956,-0.06675493717193604,0.01000368595123291,-0.020714255649146196,-0.047284841537475586,0.02498304843902588,-0.029242922219928857,-0.07958707213401794,0.029699385166168213,-0.03243358306914246,-0.0759078860282898,0.03346604108810425,-0.027414586994346735,-0.06491881608963013,0.03457289934158325,-0.022876915189918634
NEFES_DARLIGI,0.0,0.0,0.0,-0.015759825706481934,-0.03365683555603027,0.0012473970485373798,-0.043197423219680786,-0.050798118114471436,-0.00012205949376919989,-0.06734365224838257,-0.04873582720756531,-0.0017533523429662523,-0.08342212438583374,-0.03928378224372864,-0.0031373596217960653,-0.05361253023147583,-0.05841287970542908,-0.007992518826249295,-0.08686596155166626,-0.04838341474533081,-0.013500967754843884,-0.07923352718353271,-0.03653740882873535,-0.015687101281109506,-0.06636762619018555,-0.035568565130233765,-0.016289024374309236,-0.056996047496795654,-0.03206819295883179,-0.011098616517010385,-0.08638980984687805,-0.021708667278289795,-0.014721709995392018,-0.07689541578292847,-0.012874484062194824,-0.013687790131989175,-0.06425678730010986,-0.013834178447723389,-0.01268333824616974,-0.05823978781700134,-0.0041318535804748535,-0.013640974408808404,-0.08205211162567139,0.005209028720855713,-0.01590468803686207,-0.07240480184555054,0.0108184814453125,-0.011496592073562795,-0.060823678970336914,0.009015798568725586,-0.008664928137186223,-0.05711311101913452,0.022786259651184082,-0.01593321630996769,-0.07424339652061462,0.026941418647766113,-0.017233830637159997,-0.06532594561576843,0.02982938289642334,-0.01255974242729252,-0.055330753326416016,0.028420090675354004,-0.008608820608678514
NEFES_DARLIGI,0.0,0.0,0.0,-0.02347886562347412,-0.03984421491622925,0.008671472752688203,-0.047573208808898926,-0.057533055543899536,0.008908531600830827,-0.06628021597862244,-0.05472561717033386,0.006260995259729896,-0.07785573601722717,-0.03915092349052429,0.0033294821346530057,-0.06928232312202454,-0.06703990697860718,0.004814837565866981,-0.09662801027297974,-0.059548407793045044,0.002006149124575529,-0.08843597769737244,-0.04643791913986206,-0.0009325985142609738,-0.07616209983825684,-0.043813884258270264,-0.0027348983844390773,-0.07334902882575989,-0.04138714075088501,-0.0019129347333333158,-0.09635159373283386,-0.0293847918510437,-0.0012875013330599927,-0.08631840348243713,-0.020179927349090576,-0.0003778605882658326,-0.0740429162979126,-0.022091388702392578,-0.00047799214232924214,-0.07256296277046204,-0.01333707571029663,-0.00790308791190597,-0.09090033173561096,-0.002802550792694092,-0.005628769313695159,-0.08138135075569153,0.003176450729370117,-0.0012453709773367905,-0.07024353742599487,0.00032830238342285156,0.000401668135530997,-0.06869271397590637,0.01347893476486206,-0.013449823511543002,-0.08289650082588196,0.019270122051239014,-0.010299100568296637,-0.07425785064697266,0.02186638116836548,-0.004038446610572066,-0.06411409378051758,0.020175695419311523,0.00044855047737968334
NEFES_DARLIGI,0.0,0.0,0.0,-0.019048869609832764,-0.039337486028671265,0.005259510295587688,-0.04084107279777527,-0.05972367525100708,0.00485396215518108,-0.062480926513671875,-0.06106242537498474,0.0024418613669752176,-0.07684847712516785,-0.047762393951416016,-0.00016651862242156312,-0.06672325730323792,-0.06470409035682678,0.002375023605424076,-0.0901803970336914,-0.05300372838973999,-0.0015729974926159684,-0.08325529098510742,-0.039650946855545044,-0.005337774587673039,-0.07222932577133179,-0.036656200885772705,-0.007564546840143294,-0.07272830605506897,-0.04087167978286743,-0.0022337143978745644,-0.0873015820980072,-0.024616897106170654,-0.002844566779089064,-0.07835480570793152,-0.015366971492767334,-0.0034515187813610737,-0.06725108623504639,-0.015990018844604492,-0.004455069379758925,-0.07344323396682739,-0.014127135276794434,-0.006340109577280373,-0.08239510655403137,-0.0005933046340942383,-0.006164837462705464,-0.07284092903137207,0.004504680633544922,-0.0038096302392602865,-0.06212419271469116,0.0024288296699523926,-0.0031052358186514084,-0.07143843173980713,0.011537671089172363,-0.01021853910933146,-0.07609930634498596,0.02110600471496582,-0.009688952771824688,-0.06609976291656494,0.02403324842453003,-0.005930918568623156,-0.05667346715927124,0.022322356700897217,-0.0026563329825819437
NEFES_DARLIGI,0.0,0.0,0.0,-0.005511879920959473,-0.03016453981399536,-0.001867846773961901,-0.019667088985443115,-0.05486002564430237,-0.003150604853431105,-0.03632164001464844,-0.0672602653503418,-0.004285125250021338,-0.05015742778778076,-0.07109665870666504,-0.005815686846176504,-0.041437506675720215,-0.053821295499801636,-0.007417117899308323,-0.06372147798538208,-0.06780403852462769,-0.012070083247522234,-0.07669699192047119,-0.07371696829795837,-0.014463489132026552,-0.08378857374191284,-0.07539317011833191,-0.015391152540246367,-0.049710869789123535,-0.03265538811683655,-0.009261118436256766,-0.07761204242706299,-0.045992106199264526,-0.012885719725886702,-0.08800458908081055,-0.04733315110206604,-0.014019836859802126,-0.09059178829193115,-0.043668121099472046,-0.013852920571366667,-0.053168296813964844,-0.008341491222381592,-0.011000850426057696,-0.07742923498153687,-0.012884289026260376,-0.014418740013638853,-0.08596575260162354,-0.010476142168045044,-0.014864343406657099,-0.0888018012046814,-0.00719025731086731,-0.014589612560371279,-0.05196022987365723,0.016875654458999634,-0.012579297835031866,-0.06716382503509521,0.019125550985336304,-0.015496157297889113,-0.07288366556167603,0.021910816431045532,-0.015005973355869173,-0.07522374391555786,0.024749010801315308,-0.013700331749419092
NEFES_DARLIGI,0.0,0.0,0.0,-0.015170276165008545,-0.03649413585662842,0.0027243266333485394,-0.036185383796691895,-0.06035467982292175,0.002687087467371896,-0.05629563331604004,-0.05986258387565613,0.001610252376146093,-0.07032054662704468,-0.04800882935523987,8.038216331129888e-05,-0.04863893985748291,-0.07293981313705444,0.002864619901835397,-0.06937265396118164,-0.07760193943977356,-2.6910630161580684e-05,-0.08005982637405396,-0.07699975371360779,-0.0028483064859514684,-0.08514773845672607,-0.07631981372833252,-0.004498798448160812,-0.05639570951461792,-0.05206844210624695,-0.0010180919678290934,-0.08476662635803223,-0.05663946270942688,-0.003522668081835434,-0.08604961633682251,-0.05055338144302368,-0.00492621264563553,-0.07960695028305054,-0.0458962619304657,-0.004804990302339718,-0.06132382154464722,-0.02746996283531189,-0.004543294246808216,-0.08729386329650879,-0.0260220468044281,-0.006825412205920145,-0.08191001415252686,-0.01827719807624817,-0.00507013690801017,-0.07090705633163452,-0.014858067035675049,-0.002804458189324066,-0.06300735473632812,-0.0005789697170257568,-0.007785010199562237,-0.08216267824172974,0.0021414756774902344,-0.009470938752905056,-0.07630413770675659,0.005742192268371582,-0.00618109856875293,-0.06534242630004883,0.006596088409423828,-0.002383390489534065
NEFES_DARLIGI,0.0,0.0,0.0,-0.013498842716217041,-0.03360834717750549,0.0030061422936356053,-0.03436839580535889,-0.053830355405807495,0.0011695609051471934,-0.054244279861450195,-0.05196085572242737,-0.0018429069690668598,-0.06779927015304565,-0.03847476840019226,-0.004627579860787989,-0.04853487014770508,-0.07189571857452393,-0.0031283977818006292,-0.07994922995567322,-0.07087603211402893,-0.008296308610987069,-0.07571595907211304,-0.05398586392402649,-0.010861531403314473,-0.06505727767944336,-0.049335628747940063,-0.012010601852487923,-0.05529755353927612,-0.05093175172805786,-0.007542391345303656,-0.08675578236579895,-0.048458993434906006,-0.011359688397895695,-0.07959157228469849,-0.03285592794418335,-0.010604658667396905,-0.06726086139678955,-0.02939411997795105,-0.009237120431315304,-0.05933535099029541,-0.02659359574317932,-0.011567663904678227,-0.08588957786560059,-0.02079916000366211,-0.013559639957200886,-0.07824993133544922,-0.009476035833358765,-0.009603574444007279,-0.06702899932861328,-0.008255541324615479,-0.006747088898372056,-0.060977160930633545,-0.00168609619140625,-0.015357689503979088,-0.07905712723731995,0.004855811595916748,-0.01612300662363708,-0.07247507572174072,0.011425614356994629,-0.011892456133317353,-0.06324541568756104,0.011720597743988037,-0.008087285366308095
NEFES_DARLIGI,0.0,0.0,0.0,-0.010704100131988525,-0.03763937950134277,0.005455590448846692,-0.025705337524414062,-0.05934348702430725,0.005912018604149694,-0.04036557674407959,-0.06686368584632874,0.004125574267973775,-0.05143040418624878,-0.061183929443359375,0.0019169714204423371,-0.05010038614273071,-0.07164269685745239,0.004746673758646125,-0.0731385350227356,-0.07190978527069092,0.0022160493671350423,-0.07323712110519409,-0.05837365984916687,-0.0005266411327369269,-0.06687897443771362,-0.051663726568222046,-0.002106594257483607,-0.05750429630279541,-0.05200153589248657,-3.9034564096596114e-05,-0.07820931077003479,-0.04958200454711914,-4.954978167859281e-05,-0.07561266422271729,-0.03653547167778015,-0.0005000443644433972,-0.06697028875350952,-0.03141295909881592,-0.0011254168212957438,-0.06069916486740112,-0.027925580739974976,-0.004477907773534184,-0.07886356115341187,-0.026461422443389893,-0.0037178216599471625,-0.07512283325195312,-0.015221238136291504,-0.0015239226496390756,-0.06620725989341736,-0.01074633002281189,-0.0006831697984210905,-0.06073421239852905,-0.0035519003868103027,-0.008630455341616994,-0.07439827919006348,-0.001900017261505127,-0.007218997795561677,-0.06997042894363403,0.0037546753883361816,-0.003134816289374953,-0.06178545951843262,0.006001770496368408,0.00016980401314015126
NEFES_DARLIGI,0.0,0.0,0.0,-0.009961128234863281,-0.03665989637374878,0.004561528939056814,-0.023620247840881348,-0.05952516198158264,0.004219782914269388,-0.039218366146087646,-0.06650418043136597,0.0019170699205730557,-0.050631701946258545,-0.057698339223861694,-0.000708003036443472,-0.04633122682571411,-0.07044503092765808,0.002688829231310308,-0.06894102692604065,-0.06705936789512634,-0.0010172393841187954,-0.06604638695716858,-0.05366528034210205,-0.004436546095412552,-0.05758664011955261,-0.048739612102508545,-0.006340227179926217,-0.053362101316452026,-0.05142366886138916,-0.0017899912518899441,-0.07304996252059937,-0.045512646436691284,-0.0029224584314491153,-0.0687289834022522,-0.033802956342697144,-0.0035252183179821373,-0.059282004833221436,-0.029766440391540527,-0.004124187954467118,-0.056882768869400024,-0.02832549810409546,-0.005967861131530583,-0.07183262705802917,-0.022248029708862305,-0.005855673548531115,-0.06678089499473572,-0.012718379497528076,-0.0035103385772075058,-0.057650357484817505,-0.009617000818252563,-0.0025057954217757583,-0.05804622173309326,-0.004981547594070435,-0.0100248126282807,-0.06789562106132507,-0.00022172927856445312,-0.008840140511047423,-0.06254521012306213,0.005486845970153809,-0.005094001625430167,-0.05504944920539856,0.007355153560638428,-0.0020863777927573324
NEFES_DARLIGI,0.0,0.0,0.0,-0.00470423698425293,-0.03242811560630798,-0.0008302662929011717,-0.01833808422088623,-0.05859827995300293,-0.002824679325563295,-0.035435616970062256,-0.0710616409778595,-0.005214368068841679,-0.049690067768096924,-0.07253766059875488,-0.007244152558264716,-0.04690819978713989,-0.06644433736801147,-0.007259302382585986,-0.07559064030647278,-0.06818225979804993,-0.012789835763392432,-0.07193076610565186,-0.05406805872917175,-0.015148031135318263,-0.06205052137374878,-0.049481093883514404,-0.016006936860499366,-0.0532076358795166,-0.04407048225402832,-0.00958039851975201,-0.08009129762649536,-0.04352250695228577,-0.014102521893796904,-0.0747096836566925,-0.030234843492507935,-0.013537977432129367,-0.06393846869468689,-0.02547517418861389,-0.012326065060911162,-0.05630621314048767,-0.01916298270225525,-0.011768488754746897,-0.0754675567150116,-0.012744516134262085,-0.015041713212845309,-0.0695963203907013,-0.003822505474090576,-0.011598345433590396,-0.059594959020614624,-0.0018853247165679932,-0.008797980454978926,-0.05646395683288574,0.006203949451446533,-0.013989233953175528,-0.0699535608291626,0.010431289672851562,-0.01538694890331982,-0.0639505684375763,0.015891551971435547,-0.011433343944368346,-0.0555153489112854,0.01632159948348999,-0.007657818106231673
